appid
67370
439190
546560
493520
488790
289130
389430
268050
511470
1057240
6860
977950
744900
234650
893520
645630
2054970
307690
39120
527230
238010
433340
50620
337000
35140
460950
703080
637650
47890
640820
1184370
349040
204100
823130
22370
360970
482730
268420
63380
266840
1790600
738060
300
1139900
1343400
312530
900883
8980
55150
1824220
342200
602960
606150
3132990
1277400
2215430
476480
65930
993090
1371980
15620
975370
409720
736590
389570
368260
881100
310950
11020
1832640
2709570
1366540
244850
1903340
203770
200710
42710
298110
2379780
48000
208650
701160
200510
884660
674940
236870
12120
397540
601510
1203620
270880
760160
7670
552520
201270
389730
10090
1259420
1771300
918570
42680
232090
285900
207610
35450
245170
9480
214950
359320
1057090
552500
20900
506540
211500
312990
418460
219150
265630
1142710
220200
261640
8500
234140
274190
20920
630
813780
1716740
323190
2623190
1250
351940
1222680
39210
42910
115300
508440
6060
8190
211820
252130
281990
2001120
761890
262060
55230
960090
1167630
57300
212680
356190
504370
962130
871720
1506830
24240
205100
1817070
1222140
620980
457140
212500
33930
1260320
3590
304430
202970
1172380
613100
1196590
1366800
1145350
355840
311690
286160
447040
395170
361420
204880
646910
629760
239030
372000
8870
391220
728880
387290
34330
581320
235460
65800
362890
881020
38400
238460
1942280
1056640
905370
12100
203140
1943950
588430
617290
367500
13520
967050
648350
105450
33900
316010
1272080
570940
287390
1468810
1222700
1274570
221040
427730
33230
550900
436150
282440
629520
47870
475150
305620
524220
1372880
471710
2399830
438740
1304930
214490
17410
585690
1363080
232770
274170
379430
1454400
50130
418370
686810
409710
880940
387990
96000
35720
219740
287700
1289310
99900
403640
335240
265930
209080
307780
289650
460930
4560
224600
412020
2567870
282070
238320
838350
240720
233860
335300
3097560
368230
391720
1158310
355180
233130
262410
1056960
202990
2479810
976310
1151340
678950
299360
213670
805550
552100
1380400
3910
346330
427270
392160
1475810
39140
2231450
350640
337320
240320
220440
675010
41000
4700
544730
6850
1284190
209160
955050
1190000
1016920
1113000
253900
603850
32430
1388770
1929610
2064650
657200
529340
245620
666220
1987080
1562430
585420
56437
263500
414700
601430
334210
270150
332070
535930
311340
65790
215080
921630
753640
583950
364470
206480
527430
378540
443110
216150
10680
1850570
6880
292910
447020
1282730
17300
334230
418070
1151640
297000
510840
2012510
1178830
224760
383150
17460
20570
207230
418240
899440
8850
102500
32800
2096610
841370
446800
794260
450390
253960
265550
246900
1266680
1755910
299460
2680010
204340
209170
823500
1030840
323850
377300
2552430
673130
215280
360430
920210
17480
249130
1017180
2322560
972660
544750
1044720
668580
226840
1328670
374040
261030
780310
431730
1774580
434650
1515210
1147550
640590
26800
239350
6910
747660
202750
4760
560130
444640
843380
474960
237110
257510
475550
1599600
447820
775500
208580
261110
410320
1211020
1296830
250400
568220
257350
1094520
34870
673950
108800
231060
996580
278080
55110
460920
1129580
1307550
34460
448510
681660
462780
699130
816020
224540
1676130
2344520
582160
4570
621060
1058020
1262350
417860
327690
228380
24010
638970
48190
269210
487220
304240
706990
113420
629730
2420510
21690
228280
2100
287450
582500
22320
519860
870780
102600
2527500
1238860
961200
1343370
1049410
6000
232890
537180
3146520
638070
612880
1627140
40990
704270
442080
636480
391460
242860
606280
17330
291650
872790
39500
1286680
1290000
412220
274940
2322010
57690
206500
208140
349700
924970
346010
386940
1536610
1533390
10500
239160
1476970
2021910
569480
627690
1213210
460790
12110
492720
364360
509980
939960
239820
341800
322500
324800
319830
246620
1262580
24980
312520
285190
1147560
1089980
323470
1284410
1238820
454650
834910
837470
32470
4500
251060
34270
774361
292730
253980
47790
809960
232050
214560
225080
979690
237930
34440
23310
1522820
1778820
17080
41500
942970
311860
1089090
1621690
373420
65980
1840
599140
2310
113200
96100
130
19900
202170
392110
1061910
2622000
491950
1384160
243470
851850
424370
704850
690790
637090
2280
280790
1313860
47810
459820
34030
235600
247080
47830
1515950
9340
4920
1225330
287290
1282100
15100
1241100
1483870
692850
233720
228200
304670
24200
933110
736220
752590
438040
214420
1150690
